bug_id,desc,severity
285281,Bookmarks disappearered when opening browser.,critical
285282,"Browser functions (find, address bar) work, but not functioning on current tab",major
285296,"saving attachment via drag and drop sometimes gives ""file in use"" error.",minor
28531,gtk FE spends inordinate amount of time in colorspace conversion,critical
285312,clicking back button on mouse while in print preview after printing loses toolbars and menus,major
285338,services menu items unresponsive from within firefox app,major
285357,Bookmark Misdirection,major
285450,impossible to set file upload field width using styles,minor
285476,On first load dropmarker-menu bookmarks toolbarmenu shows very briefly scrollarrows,minor
285792,Firefox refuses to play a QuickTime sound file which opens flawlessly on IE 2,minor
285823,Training file is not being updated again as of version 1.0+ (20050311).,major
285857,Non loaded urls don't show in the adress bar,minor
286039,Startup fails after first time Firefox is closed,critical
286051,"Crash if you stop searching, change filters and search again",major
286097,wide attachment names cause wide subject line,major
286120,Strange behaviour on a page,minor
286130,"100% CPU usage, page is not rendered.",critical
286160,possible invalid flag types when moving a bug to a different product,major
286315,code on above named web site not displayed by Firefox on my PC,major
286364,Installer won't allow installation to D: drive,major
286562,No way to delete a conf variable,minor
286820,Message contents lost when forwarding,major
286886,Google search field won't work in Firefox+zh_CN.lang.xpi,major
286932,tools > options doesn't work with this build,major
286938,When I update my thunderbird from 0.7.3 to 1.0 my mails disappear visualy,critical
2870,Font names in Style Sheets cannot support high-bit characters,major
287081,"negative or zero date created in import from OE6, then displays as far future",minor
287167,deletion not displayed in address book lists,minor
287260,The pop up windows media player does not play music,major
287301,mail compose autosave should imply save without asking on compose window close,minor
287542,"Bookmarks menu shows the show-more-triangle -row at the bottom, even when there is no more to show.",minor
287562,back and forward shortcut keys not working,major
287694,"2 bugs) on open of sites, it request i download the php files. After updatign to 1.0.2 none of my enhancments work, even when enabled.",major
287716,HTTP Authorization with password file does not work,major
287765,Receiving Error - Insecure dependency in require...,critical
287856,Options & Sanitize Dialog Boxes In Firefox 1.0+ Are Not Visible,major
287927,loss of e-mail on uninstall and loss of system restore functionality.,major
28795,Can't login to mail.yahoo.com,major
287955,Firefox crashes when I visit empiredirect.co.uk. Just type the url and press enter. I could see page comes up ..but immediatly crashes,critical
287981,Crash when viewing web page,critical
288310,"Upgrading Firefox overwrites user-set preferences for desktop, start menu and taskbar quick-launch.",minor
28835,"Text in combobox does not print and ""x"" appears",major
288426,"firefox becomes unresponsive, if many-many tabbed windows are open. ",critical
288456,Open HTML link file open content of the file instead of show the web page ,major
288472,High CPU load after a few hours,critical
288591,Crash on URL provided on opening DOM Inspector or clicking (right or left) on whitespace surrounding the map.,critical
288684,this firefox nightly crashes when right-clicking on real player plugin,critical
288751,installer failure,major
288763,problems with context menupopup cause a crash on window close,critical
288910,crashes when i go to bookmarks and then move my cursor the left.. at go for example.. tried on another pc.. same thing,critical
28909,"An attempt to re-create the form bug, found new one.",minor
289330,need fourth choice on cookies:GoodThisSessionOnly,minor
289418,"div style=""overflow: auto;"" causes to render garbage",major
289517,"Crash with evil testcase, using display:inherit",critical
289539,onmouseover only works after onmousedown,major
289756,Doesn't run Javascript commands when listening from the radio buttons.,major
289814,search engine field doesn't show engines,major
289841,"cant select the text/url in ""Location:"" bookmarks when trying ti select from left to right",minor
289974,Does not copy/move saved message in folders and causes a some malfunctioning,major
290077,mailto entered in location bar is handled incorrectly,major
290329,Firefox won't accept keyboard input on startup,major
290554,Windows Media 10 cannot be used in Firefox.,major
290584,[Regression] Column widths flip to zero when trying to resize them,major
290763,"""Links from other applications"" resets to default after using Latest-Trunk",critical
290977,error on query if querystring > 2083 chars (using internet explorer),major
291067,I get an entire screen filled with indecipherable script. ,major
291093,Cursor doesn't blink,major
291094,Icons created even if options are unchecked,minor
291146,inconsistency between form file value AND document.getElementById ?,minor
291454,Invalid notification for certain filtered messages under IMAP,minor
291618,cross site scripting if a user drags a link to another tab,major
291628,site not blocked when I use the firefox browser,major
291676,Opening 6 or more browser windows causes the web browser to stop responding.,critical
291907,7-zip has unspecified error in swedish version of 1.0.3,critical
291931,Number of bugs is not match with the bugs which are stored in MySQL database,major
291952,"WHEN I ATTEMPT TO BUILD MY WEB PAGE, I GET THIS FULL PAGE OF NON-DECIPHERABLE SCRIPT",major
292045,Add a country entry id = Indonesia in file locale/global/regionNames.properties (in jar-file en-US.jar) to enable spell checking for Indonesian language,minor
292057,"Installer creates different entries in ""Add/Remove programs"" list for each version installed",minor
292065,freezed when pressing F5 in print preview,minor
292086,Browser is all scrambled and bounces up and down when open,major
29221,first attempt to create new profile fails,major
292222,Crash when I open page with SVG chart [@ nsStyleContext::GetStyleData],critical
292246,MSI schema uses wrong version,minor
292309,window shakes / jumps when you resize it to be smaller than the svg object,major
292326,Arrowscrollbox doesn't scroll anymore.,major
292426,"Crashes about every other time that I load the page. After crash, runs perfectly the next time around.",critical
292437,Scrolling is extremely slow on www.vecer.si,major
292561,FOR SEVERAL WEEKS NOW  PREFERENCES GOES TO WIKIPEDIA PREFERENBCES,major
292735,Patch to replace /usr/bin/sendmail for win32,major
292836,capitalising folder names returns 'folder already exists' error,minor
292927,"""Restart to Complete"" behavior is broken - mime type forever cached",major
292951,Crash on drag-n-drop attachment if 'Attach File(s)' window is open,critical
